province;red;green;blue;x;x
7462;100;47;109;RNW;
7463;100;47;110;RNW;
7464;100;47;111;RNW;
7465;100;47;112;RNW;
7466;100;47;113;RNW;
7467;100;47;114;RNW;
7468;100;47;115;RNW;
7469;100;47;116;RNW;
7470;100;47;117;RNW;
7471;100;47;118;RNW;
7472;100;47;119;RNW;
7473;100;47;120;RNW;
7474;100;47;121;RNW;
7475;100;47;122;RNW;
7476;100;47;123;RNW;
7477;100;47;124;RNW;
7478;100;47;125;RNW;
7479;100;47;126;RNW;
7480;100;47;127;RNW;
7481;100;47;128;RNW;
7482;100;47;129;RNW;
7483;100;47;130;RNW;
7484;100;47;131;RNW;
7485;100;47;132;RNW;
7486;100;47;133;RNW;
7487;100;47;134;RNW;
7488;100;47;135;RNW;
7489;100;47;136;RNW;
7490;100;47;137;RNW;
7491;100;47;138;RNW;
7492;100;47;139;RNW;
7493;100;47;140;RNW;
7494;100;47;141;RNW;
7495;100;47;142;RNW;
7496;100;47;143;RNW;
7497;100;47;144;RNW;
7498;100;47;145;RNW;
7499;100;47;146;RNW;
7500;100;47;147;RNW;
7501;100;47;148;RNW;
7502;100;47;149;RNW;
7503;100;47;150;RNW;
7504;100;47;151;RNW;
7505;100;47;152;RNW;
7506;100;47;153;RNW;
7507;100;47;154;RNW;
7508;100;47;155;RNW;
7509;100;47;156;RNW;
7510;100;47;157;RNW;
7511;100;47;158;RNW;
7512;100;47;159;RNW;
7513;100;72;146;RNW;
7514;100;47;161;RNW;
7515;100;47;162;RNW;
7516;100;47;163;RNW;
7517;100;47;164;RNW;
7518;100;47;165;RNW;
7519;100;47;166;RNW;
7520;100;47;167;RNW;
7521;100;47;168;RNW;
7522;100;47;169;RNW;
7523;100;47;170;RNW;
7524;100;47;171;RNW;
7525;100;47;172;RNW;
7526;100;47;173;RNW;
7527;100;47;174;RNW;
7528;100;47;175;RNW;
7529;100;47;176;RNW;
7530;100;47;177;RNW;
7531;100;47;178;RNW;
7532;100;47;179;RNW;
7533;100;47;180;RNW;
7534;100;47;181;RNW;
7535;100;47;182;RNW;
7536;100;47;183;RNW;
7537;100;47;184;RNW;
7538;100;47;185;RNW;
7539;100;47;186;RNW;
7540;100;47;187;RNW;
7541;100;47;188;RNW;
7542;100;47;189;RNW;
7543;100;47;190;RNW;
7544;100;47;191;RNW;
7545;100;47;192;RNW;
7546;100;47;193;RNW;
7547;100;47;194;RNW;
7548;100;47;195;RNW;
7549;100;47;196;RNW;
7550;100;47;197;RNW;
7551;100;47;198;RNW;
7552;100;47;199;RNW;
7553;100;48;100;RNW;
7554;100;48;101;RNW;
7555;100;48;102;RNW;
7556;100;48;103;RNW;
7557;100;48;104;RNW;
7558;100;48;105;RNW;
7559;100;48;106;RNW;
7560;100;48;107;RNW;
7561;100;48;108;RNW;
7562;100;48;109;RNW;
7563;100;48;110;RNW;
7564;100;48;111;RNW;
7565;100;48;112;RNW;
7566;100;48;113;RNW;
7567;100;48;114;RNW;
7568;100;48;115;RNW;
7569;100;48;116;RNW;
7570;100;48;117;RNW;
7571;100;48;118;RNW;
7572;100;48;119;RNW;
7573;100;48;120;RNW;
7574;100;48;121;RNW;
7575;100;48;122;RNW;
7576;100;48;123;RNW;
7577;100;48;124;RNW;
7578;100;48;125;RNW;
7579;100;48;126;RNW;
7580;100;48;127;RNW;
7581;100;48;128;RNW;
7582;100;48;129;RNW;
7583;100;48;130;RNW;
7584;100;48;131;RNW;
7585;100;48;132;RNW;
7586;100;48;133;RNW;
7587;100;48;134;RNW;
7588;100;48;135;RNW;
7589;100;48;136;RNW;
7590;100;48;137;RNW;
7591;100;48;138;RNW;
7592;100;48;139;RNW;
7593;100;48;140;RNW;
7594;100;48;141;RNW;
7595;100;48;142;RNW;
7596;100;48;143;RNW;
7597;100;48;144;RNW;
7598;100;48;145;RNW;
7599;100;48;146;RNW;
7600;100;48;147;RNW;
7601;100;48;148;RNW;
7602;100;48;149;RNW;
7603;100;48;150;RNW;
7604;100;48;151;RNW;
7605;100;48;152;RNW;
7606;100;48;153;RNW;
7607;100;48;154;RNW;
7608;100;48;155;RNW;
7609;100;48;156;RNW;
7610;100;48;157;RNW;
7611;100;48;158;RNW;
7612;100;48;159;RNW;
7613;100;48;160;RNW;
7614;100;48;161;RNW;
7615;100;48;162;RNW;
7616;100;48;163;RNW;
7617;100;48;164;RNW;
7618;100;48;165;RNW;
7619;100;48;166;RNW;
7620;100;48;167;RNW;
7621;100;48;168;RNW;
7622;100;48;169;RNW;
7623;100;48;170;RNW;
7624;100;48;171;RNW;
7625;100;48;172;RNW;
7626;100;48;173;RNW;
7627;100;48;174;RNW;
7628;100;48;175;RNW;
7629;100;48;176;RNW;
7630;100;48;177;RNW;
7631;100;48;178;RNW;
7632;100;48;179;RNW;
7633;100;48;180;RNW;
7634;100;48;181;RNW;
7635;100;48;182;RNW;
7636;100;48;183;RNW;
7637;100;48;184;RNW;
7638;100;48;185;RNW;
7639;100;48;186;RNW;
7640;100;48;187;RNW;
7641;100;48;188;RNW;
7642;100;48;189;RNW;
7643;100;48;190;RNW;
7644;100;48;191;RNW;
7645;100;48;192;RNW;
7646;100;48;193;RNW;
7647;100;48;194;RNW;
7648;100;48;195;RNW;
7649;100;48;196;RNW;
7650;100;48;197;RNW;
7651;100;48;198;RNW;
7652;100;48;199;RNW;
7653;100;49;100;RNW;
7654;100;49;101;RNW;
7655;100;49;102;RNW;
7656;100;49;103;RNW;
7657;100;49;104;RNW;
7658;100;49;105;RNW;
7659;100;49;106;RNW;
7660;100;49;107;RNW;
7661;100;49;108;RNW;
7662;100;49;109;RNW;
7663;100;49;110;RNW;
7664;100;49;111;RNW;
7665;100;49;112;RNW;
7666;100;49;113;RNW;
7667;100;49;114;RNW;
7668;100;49;115;RNW;
7669;100;49;116;RNW;
7670;100;49;117;RNW;
7671;100;49;118;RNW;
7672;100;49;119;RNW;
7673;100;49;120;RNW;
7674;100;49;121;RNW;
7675;100;49;122;RNW;
7676;100;49;123;RNW;
7677;100;49;124;RNW;
7678;100;49;125;RNW;
7679;100;49;126;RNW;
7680;100;49;127;RNW;
7681;100;49;128;RNW;
7682;100;49;129;RNW;
7683;100;49;130;RNW;
7684;100;49;131;RNW;
7685;100;49;132;RNW;
7686;100;49;133;RNW;
7687;100;49;134;RNW;
7688;100;49;135;RNW;
7689;100;49;136;RNW;
7690;100;49;137;RNW;
7691;100;49;138;RNW;
7692;100;49;139;RNW;
7693;100;49;140;RNW;
7694;100;49;141;RNW;
7695;100;49;142;RNW;
7696;100;49;143;RNW;
7697;100;49;144;RNW;
7698;100;49;145;RNW;
7699;100;49;146;RNW;
7700;100;49;147;RNW;
7701;100;49;148;RNW;
7702;100;49;149;RNW;
7703;100;49;150;RNW;
7704;100;49;151;RNW;
7705;100;49;152;RNW;
7706;100;49;153;RNW;
7707;100;49;154;RNW;
7708;100;49;155;RNW;
7709;100;49;156;RNW;
7710;100;49;157;RNW;
7711;100;49;158;RNW;
7712;100;49;159;RNW;
7713;100;49;160;RNW;
7714;100;49;161;RNW;
7715;100;49;162;RNW;
7716;100;49;163;RNW;
7717;100;49;164;RNW;
7718;100;49;165;RNW;
7719;100;49;166;RNW;
7720;100;49;167;RNW;
7721;100;49;168;RNW;
7722;100;49;169;RNW;
7723;100;49;170;RNW;
7724;100;49;171;RNW;
7725;100;49;172;RNW;
7726;100;49;173;RNW;
7727;100;49;174;RNW;
7728;100;49;175;RNW;
7729;100;49;176;RNW;
7730;100;49;177;RNW;
7731;100;49;178;RNW;
7732;100;49;179;RNW;
7733;100;49;180;RNW;
7734;100;49;181;RNW;
7735;100;49;182;RNW;
7736;100;49;183;RNW;
7737;100;49;184;RNW;
7738;100;49;185;RNW;
7739;100;49;186;RNW;
7740;100;49;187;RNW;
7741;100;49;188;RNW;
7742;100;49;189;RNW;
7743;100;49;190;RNW;
7744;100;49;191;RNW;
7745;100;49;192;RNW;
7746;100;49;193;RNW;
7747;100;49;194;RNW;
7748;100;49;195;RNW;
7749;100;49;196;RNW;
7750;100;49;197;RNW;
7751;100;49;198;RNW;
7752;100;49;199;RNW;
7753;100;50;100;RNW;
7754;100;50;101;RNW;
7755;100;50;102;RNW;
7756;100;50;103;RNW;
7757;100;50;104;RNW;
7758;100;50;105;RNW;
7759;100;50;106;RNW;
7760;100;50;107;RNW;
7761;100;50;108;RNW;
7762;100;50;109;RNW;
7763;100;50;110;RNW;
7764;100;50;111;RNW;
7765;100;50;112;RNW;
7766;100;50;113;RNW;
7767;100;50;114;RNW;
7768;100;50;115;RNW;
7769;100;50;116;RNW;
7770;100;50;117;RNW;
7771;100;50;118;RNW;
7772;100;50;119;RNW;
7773;100;50;120;RNW;
7774;100;50;121;RNW;
7775;100;50;122;RNW;
7776;100;50;123;RNW;
7777;100;50;124;RNW;
7778;100;50;125;RNW;
7779;100;50;126;RNW;
7780;100;50;127;RNW;
7781;100;50;128;RNW;
7782;100;50;129;RNW;
7783;100;50;130;RNW;
7784;100;50;131;RNW;
7785;100;50;132;RNW;
7786;100;50;133;RNW;
7787;100;50;134;RNW;
7788;100;50;135;RNW;
7789;100;50;136;RNW;
7790;100;50;137;RNW;
7791;100;50;138;RNW;
7792;100;50;139;RNW;
7793;100;50;140;RNW;
7794;100;50;141;RNW;
7795;100;50;142;RNW;
7796;100;50;143;RNW;
7797;100;50;144;RNW;
7798;100;50;145;RNW;
7799;100;50;146;RNW;
7800;100;50;147;RNW;
7801;100;50;148;RNW;
7802;100;50;149;RNW;
7803;100;50;150;RNW;
7804;100;50;151;RNW;
7805;100;50;152;RNW;
7806;100;50;153;RNW;
7807;100;50;154;RNW;
7808;100;50;155;RNW;
7809;100;50;156;RNW;
7810;100;50;157;RNW;
7811;100;50;158;RNW;
7812;100;50;159;RNW;
7813;100;50;160;RNW;
7814;100;50;161;RNW;
7815;100;50;162;RNW;
7816;100;50;163;RNW;
7817;100;50;164;RNW;
7818;100;50;165;RNW;
7819;100;50;166;RNW;
7820;100;50;167;RNW;
7821;100;50;168;RNW;
7822;100;50;169;RNW;
7823;100;50;170;RNW;
7824;100;50;171;RNW;
7825;100;50;172;RNW;
7826;100;50;173;RNW;
7827;100;50;174;RNW;
7828;100;50;175;RNW;
7829;100;50;176;RNW;
7830;100;50;177;RNW;
7831;100;50;178;RNW;
7832;100;50;179;RNW;
7833;100;50;180;RNW;
7834;100;50;181;RNW;
7835;100;50;182;RNW;
7836;100;50;183;RNW;
7837;100;50;184;RNW;
7838;100;50;185;RNW;
7839;100;50;186;RNW;
7840;100;50;187;RNW;
7841;100;50;188;RNW;
7842;100;50;189;RNW;
7843;100;50;190;RNW;
7844;100;50;191;RNW;
7845;100;50;192;RNW;
7846;100;50;193;RNW;
7847;100;50;194;RNW;
7848;100;50;195;RNW;
7849;100;50;196;RNW;
7850;100;50;197;RNW;
7851;100;50;198;RNW;
7852;100;50;199;RNW;
7853;100;51;100;RNW;
7854;100;51;101;RNW;
7855;100;51;102;RNW;
7856;100;51;103;RNW;
7857;100;51;104;RNW;
7858;100;51;105;RNW;
7859;100;51;106;RNW;
7860;100;51;107;RNW;
7861;100;51;108;RNW;
7862;100;51;109;RNW;
7863;100;51;110;RNW;
7864;100;51;111;RNW;
7865;100;51;112;RNW;
7866;100;51;113;RNW;
7867;100;51;114;RNW;
7868;100;51;115;RNW;
7869;100;51;116;RNW;
7870;100;51;117;RNW;
7871;100;51;118;RNW;
7872;100;51;119;RNW;
7873;100;51;120;RNW;
7874;100;51;121;RNW;
7875;100;51;122;RNW;
7876;100;51;123;RNW;
7877;100;51;124;RNW;
7878;100;51;125;RNW;
7879;100;51;126;RNW;
7880;100;51;127;RNW;
7881;100;51;128;RNW;
7882;100;51;129;RNW;
7883;100;51;130;RNW;
7884;100;51;131;RNW;
7885;100;51;132;RNW;
7886;100;51;133;RNW;
7887;100;51;134;RNW;
7888;100;51;135;RNW;
7889;100;51;136;RNW;
7890;100;51;137;RNW;
7891;100;51;138;RNW;
7892;100;51;139;RNW;
7893;100;51;140;RNW;
7894;100;51;141;RNW;
7895;100;51;142;RNW;
7896;100;51;143;RNW;
7897;100;51;144;RNW;
7898;100;51;145;RNW;
7899;100;51;146;RNW;
7900;100;51;147;RNW;
7901;100;51;148;RNW;
7902;100;51;149;RNW;
7903;100;51;150;RNW;
7904;100;51;151;RNW;
7905;100;51;152;RNW;
7906;100;51;153;RNW;
7907;100;51;154;RNW;
7908;100;51;155;RNW;
7909;100;51;156;RNW;
7910;100;51;157;RNW;
7911;100;51;158;RNW;
7912;100;51;159;RNW;
7913;100;51;160;RNW;
7914;100;51;161;RNW;
7915;100;51;162;RNW;
7916;100;51;163;RNW;
7917;100;51;164;RNW;
7918;100;51;165;RNW;
7919;100;51;166;RNW;
7920;100;51;167;RNW;
7921;100;51;168;RNW;
7922;100;51;169;RNW;
7923;100;51;170;RNW;
7924;100;51;171;RNW;
7925;100;51;172;RNW;
7926;100;51;173;RNW;
7927;100;51;174;RNW;
7928;100;51;175;RNW;
7929;100;51;176;RNW;
7930;100;51;177;RNW;
7931;100;51;178;RNW;
7932;100;51;179;RNW;
7933;100;51;180;RNW;
7934;100;51;181;RNW;
7935;100;51;182;RNW;
7936;100;51;183;RNW;
7937;100;51;184;RNW;
7938;100;51;185;RNW;
7939;100;51;186;RNW;
7940;100;51;187;RNW;
7941;100;51;188;RNW;
7942;100;51;189;RNW;
7943;100;51;190;RNW;
7944;100;51;191;RNW;
7945;100;51;192;RNW;
7946;100;51;193;RNW;
7947;100;51;194;RNW;
7948;100;51;195;RNW;
7949;100;51;196;RNW;
7950;100;51;197;RNW;
7951;100;51;198;RNW;
7952;100;51;199;RNW;
7953;100;52;100;RNW;
7954;100;52;101;RNW;
7955;100;52;102;RNW;
7956;100;52;103;RNW;
7957;100;52;104;RNW;
7958;100;52;105;RNW;
7959;100;52;106;RNW;
7960;100;52;107;RNW;
7961;100;52;108;RNW;
7962;100;52;109;RNW;
7963;100;52;110;RNW;
7964;100;52;111;RNW;
7965;100;52;112;RNW;
7966;100;52;113;RNW;
7967;100;52;114;RNW;
7968;100;52;115;RNW;
7969;100;52;116;RNW;
7970;100;52;117;RNW;
7971;100;52;118;RNW;
7972;100;52;119;RNW;
7973;100;52;120;RNW;
7974;100;52;121;RNW;
7975;100;52;122;RNW;
7976;100;52;123;RNW;
7977;100;52;124;RNW;
7978;100;52;125;RNW;
7979;100;52;126;RNW;
7980;100;52;127;RNW;
7981;100;52;128;RNW;
7982;100;52;129;RNW;
7983;100;52;130;RNW;
7984;100;52;131;RNW;
7985;100;52;132;RNW;
7986;100;52;133;RNW;
7987;100;52;134;RNW;
7988;100;52;135;RNW;
7989;100;52;136;RNW;
7990;100;52;137;RNW;
7991;100;52;138;RNW;
7992;100;52;139;RNW;
7993;100;52;140;RNW;
7994;100;52;141;RNW;
7995;100;52;142;RNW;
7996;100;52;143;RNW;
7997;100;52;144;RNW;
7998;100;52;145;RNW;
7999;100;52;146;RNW;
8000;100;52;147;RNW;
8001;100;52;148;RNW;
8002;100;52;149;RNW;
8003;100;52;150;RNW;
8004;100;52;151;RNW;
8005;100;52;152;RNW;
8006;100;52;153;RNW;
8007;100;52;154;RNW;
8008;100;52;155;RNW;
8009;100;52;156;RNW;
8010;100;52;157;RNW;
8011;100;52;158;RNW;
8012;100;52;159;RNW;
8013;100;52;160;RNW;
8014;100;52;161;RNW;
8015;100;52;162;RNW;
8016;100;52;163;RNW;
8017;100;52;164;RNW;
8018;100;52;165;RNW;
8019;100;52;166;RNW;
8020;100;52;167;RNW;
8021;100;52;168;RNW;
8022;100;52;169;RNW;
8023;100;52;170;RNW;
8024;100;52;171;RNW;
8025;100;52;172;RNW;
8026;100;52;173;RNW;
8027;100;52;174;RNW;
8028;100;52;175;RNW;
8029;100;52;176;RNW;
8030;100;52;177;RNW;
8031;100;52;178;RNW;
8032;100;52;179;RNW;
8033;100;52;180;RNW;
8034;100;52;181;RNW;
8035;100;52;182;RNW;
8036;100;52;183;RNW;
8037;100;52;184;RNW;
8038;100;52;185;RNW;
8039;100;52;186;RNW;
8040;100;52;187;RNW;
8041;100;52;188;RNW;
8042;100;52;189;RNW;
8043;100;52;190;RNW;
8044;100;52;191;RNW;
8045;100;52;192;RNW;
8046;100;52;193;RNW;
8047;100;52;194;RNW;
8048;100;52;195;RNW;
8049;100;52;196;RNW;
8050;100;52;197;RNW;
8051;100;52;198;RNW;
8052;100;52;199;RNW;
8053;100;53;100;RNW;
8054;100;53;101;RNW;
8055;100;53;102;RNW;
8056;100;53;103;RNW;
8057;100;53;104;RNW;
8058;100;53;105;RNW;
8059;100;53;106;RNW;
8060;100;53;107;RNW;
8061;100;53;108;RNW;
8062;100;53;109;RNW;
8063;100;53;110;RNW;
8064;100;53;111;RNW;
8065;100;53;112;RNW;
8066;100;53;113;RNW;
8067;100;53;114;RNW;
8068;100;53;115;RNW;
8069;100;53;116;RNW;
8070;100;53;117;RNW;
8071;100;53;118;RNW;
8072;100;53;119;RNW;
8073;100;53;120;RNW;
8074;100;53;121;RNW;
8075;100;53;122;RNW;
8076;100;53;123;RNW;
8077;100;53;124;RNW;
8078;100;53;125;RNW;
8079;100;53;126;RNW;
8080;100;53;127;RNW;
8081;100;53;128;RNW;
8082;100;53;129;RNW;
8083;100;53;130;RNW;
8084;100;53;131;RNW;
8085;100;53;132;RNW;
8086;100;53;133;RNW;
8087;100;53;134;RNW;
8088;100;53;135;RNW;
8089;100;53;136;RNW;
8090;100;53;137;RNW;
8091;100;53;138;RNW;
8092;100;53;139;RNW;
8093;100;53;140;RNW;
8094;100;53;141;RNW;
8095;100;53;142;RNW;
8096;100;53;143;RNW;
8097;100;53;144;RNW;
8098;100;53;145;RNW;
8099;100;53;146;RNW;
8100;100;53;147;RNW;
8101;100;53;148;RNW;
8102;100;53;149;RNW;
8103;100;53;150;RNW;
8104;100;53;151;RNW;
8105;100;53;152;RNW;
8106;100;53;153;RNW;
8107;100;53;154;RNW;
8108;100;53;155;RNW;
8109;100;53;156;RNW;
8110;100;53;157;RNW;
8111;100;53;158;RNW;
8112;100;53;159;RNW;
8113;100;53;160;RNW;
8114;100;53;161;RNW;
8115;100;53;162;RNW;
8116;100;53;163;RNW;
8117;100;53;164;RNW;
8118;100;53;165;RNW;
8119;100;53;166;RNW;
8120;100;53;167;RNW;
8121;100;53;168;RNW;
8122;100;53;169;RNW;
8123;100;53;170;RNW;
8124;100;53;171;RNW;
8125;100;53;172;RNW;
8126;100;53;173;RNW;
8127;100;53;174;RNW;
8128;100;53;175;RNW;
8129;100;53;176;RNW;
8130;100;53;177;RNW;
8131;100;53;178;RNW;
8132;100;53;179;RNW;
8133;100;53;180;RNW;
8134;100;53;181;RNW;
8135;100;53;182;RNW;
8136;100;53;183;RNW;
8137;100;53;184;RNW;
8138;100;53;185;RNW;
8139;100;53;186;RNW;
8140;100;53;187;RNW;
8141;100;53;188;RNW;
8142;100;53;189;RNW;
8143;100;53;190;RNW;
8144;100;53;191;RNW;
8145;100;53;192;RNW;
8146;100;53;193;RNW;
8147;100;53;194;RNW;
8148;100;53;195;RNW;
8149;100;53;196;RNW;
8150;100;53;197;RNW;
8151;100;53;198;RNW;
8152;100;53;199;RNW;
8153;100;54;100;RNW;
8154;100;54;101;RNW;
8155;100;54;102;RNW;
8156;100;54;103;RNW;
8157;100;54;104;RNW;
8158;100;54;105;RNW;
8159;100;54;106;RNW;
8160;100;54;107;RNW;
8161;100;54;108;RNW;
8162;100;54;109;RNW;
8163;100;54;110;RNW;
8164;100;54;111;RNW;
8165;100;54;112;RNW;
8166;100;54;113;RNW;
8167;100;54;114;RNW;
8168;100;54;115;RNW;
8169;100;54;116;RNW;
8170;100;54;117;RNW;
8171;100;54;118;RNW;
8172;100;54;119;RNW;
8173;100;54;120;RNW;
8174;100;54;121;RNW;
8175;100;54;122;RNW;
8176;100;54;123;RNW;
8177;100;54;124;RNW;
8178;100;54;125;RNW;
8179;100;54;126;RNW;
8180;100;54;127;RNW;
8181;100;54;128;RNW;
8182;100;54;129;RNW;
8183;100;54;130;RNW;
8184;100;54;131;RNW;
8185;100;54;132;RNW;
8186;100;54;133;RNW;
8187;100;54;134;RNW;
8188;100;54;135;RNW;
8189;100;54;136;RNW;
8190;100;54;137;RNW;
8191;100;54;138;RNW;
8192;100;54;139;RNW;
8193;100;54;140;RNW;
8194;100;54;141;RNW;
8195;100;54;142;RNW;
8196;100;54;143;RNW;
8197;100;54;144;RNW;
8198;100;54;145;RNW;
8199;100;54;146;RNW;
8200;100;54;147;RNW;
8201;100;54;148;RNW;
8202;100;54;149;RNW;
8203;100;54;150;RNW;
8204;100;54;151;RNW;
8205;100;54;152;RNW;
8206;100;54;153;RNW;
8207;100;54;154;RNW;
8208;100;54;155;RNW;
8209;100;54;156;RNW;
8210;100;54;157;RNW;
8211;100;54;158;RNW;
8212;100;54;159;RNW;
8213;100;54;160;RNW;
8214;100;54;161;RNW;
8215;100;54;162;RNW;
8216;100;54;163;RNW;
8217;100;54;164;RNW;
8218;100;54;165;RNW;
8219;100;54;166;RNW;
8220;100;54;167;RNW;
8221;100;54;168;RNW;
8222;100;54;169;RNW;
8223;100;54;170;RNW;
8224;100;54;171;RNW;
8225;100;54;172;RNW;
8226;100;54;173;RNW;
8227;100;54;174;RNW;
8228;100;54;175;RNW;
8229;100;54;176;RNW;
8230;100;54;177;RNW;
8231;100;54;178;RNW;
8232;100;54;179;RNW;
8233;100;54;180;RNW;
8234;100;54;181;RNW;
8235;100;54;182;RNW;
8236;100;54;183;RNW;
8237;100;54;184;RNW;
8238;100;54;185;RNW;
8239;100;54;186;RNW;
8240;100;54;187;RNW;
8241;100;54;188;RNW;
8242;100;54;189;RNW;
8243;100;54;190;RNW;
8244;100;54;191;RNW;
8245;100;54;192;RNW;
8246;100;54;193;RNW;
8247;100;54;194;RNW;
8248;100;54;195;RNW;
8249;100;54;196;RNW;
8250;100;54;197;RNW;
8251;100;54;198;RNW;
8252;100;54;199;RNW;
8253;100;55;100;RNW;
8254;100;55;101;RNW;
8255;100;55;102;RNW;
8256;100;55;103;RNW;
8257;100;55;104;RNW;
8258;100;55;105;RNW;
8259;100;55;106;RNW;
8260;100;55;107;RNW;
8261;100;55;108;RNW;
8262;100;55;109;RNW;
8263;100;55;110;RNW;
8264;100;55;111;RNW;
8265;100;55;112;RNW;
8266;100;55;113;RNW;
8267;100;55;114;RNW;
8268;100;55;115;RNW;
8269;100;55;116;RNW;
8270;100;55;117;RNW;
8271;100;55;118;RNW;
8272;100;55;119;RNW;
8273;100;55;120;RNW;
8274;100;55;121;RNW;
8275;100;55;122;RNW;
8276;100;55;123;RNW;
8277;100;55;124;RNW;
8278;100;55;125;RNW;
8279;100;55;126;RNW;
8280;100;55;127;RNW;
8281;100;55;128;RNW;
8282;100;55;129;RNW;
8283;100;55;130;RNW;
8284;100;55;131;RNW;
8285;100;55;132;RNW;
8286;100;55;133;RNW;
8287;100;55;134;RNW;
8288;100;55;135;RNW;
8289;100;55;136;RNW;
8290;100;55;137;RNW;
8291;100;55;138;RNW;
8292;100;55;139;RNW;
8293;100;55;140;RNW;
8294;100;55;141;RNW;
8295;100;55;142;RNW;
8296;100;55;143;RNW;
8297;100;55;144;RNW;
8298;100;55;145;RNW;
8299;100;55;146;RNW;
8300;100;55;147;RNW;
8301;100;55;148;RNW;
8302;100;55;149;RNW;
8303;100;55;150;RNW;
8304;100;55;151;RNW;
8305;100;55;152;RNW;
8306;100;55;153;RNW;
8307;100;55;154;RNW;
8308;100;55;155;RNW;
8309;100;55;156;RNW;
8310;100;55;157;RNW;
8311;100;55;158;RNW;
8312;100;55;159;RNW;
8313;100;55;160;RNW;
8314;100;55;161;RNW;
8315;100;55;162;RNW;
8316;100;55;163;RNW;
8317;100;55;164;RNW;
8318;100;55;165;RNW;
8319;100;55;166;RNW;
8320;100;55;167;RNW;
8321;100;55;168;RNW;
8322;100;55;169;RNW;
8323;100;55;170;RNW;
8324;100;55;171;RNW;
8325;100;55;172;RNW;
8326;100;55;173;RNW;
8327;100;55;174;RNW;
8328;100;55;175;RNW;
8329;100;55;176;RNW;
8330;100;55;177;RNW;
8331;100;55;178;RNW;
8332;100;55;179;RNW;
8333;100;55;180;RNW;
8334;100;55;181;RNW;
8335;100;55;182;RNW;
8336;100;55;183;RNW;
8337;100;55;184;RNW;
8338;100;55;185;RNW;
8339;100;55;186;RNW;
8340;100;55;187;RNW;
8341;100;55;188;RNW;
8342;100;55;189;RNW;
8343;100;55;190;RNW;
8344;100;55;191;RNW;
8345;100;55;192;RNW;
8346;100;55;193;RNW;
8347;100;55;194;RNW;
8348;100;55;195;RNW;
8349;100;55;196;RNW;
8350;100;55;197;RNW;
8351;100;55;198;RNW;
8352;100;55;199;RNW;
8353;100;56;100;RNW;
8354;100;56;101;RNW;
8355;100;56;102;RNW;
8356;100;56;103;RNW;
8357;100;56;104;RNW;
8358;100;56;105;RNW;
8359;100;56;106;RNW;
8360;100;56;107;RNW;
8361;100;56;108;RNW;
8362;100;56;109;RNW;
8363;100;56;110;RNW;
8364;100;56;111;RNW;
8365;100;56;112;RNW;
8366;100;56;113;RNW;
8367;100;56;114;RNW;
8368;100;56;115;RNW;
8369;100;56;116;RNW;
8370;100;56;117;RNW;
8371;100;56;118;RNW;
8372;100;56;119;RNW;
8373;100;56;120;RNW;
8374;100;56;121;RNW;
8375;100;56;122;RNW;
8376;100;56;123;RNW;
8377;100;56;124;RNW;
8378;100;56;125;RNW;
8379;100;56;126;RNW;
8380;100;56;127;RNW;
8381;100;56;128;RNW;
8382;100;56;129;RNW;
8383;100;56;130;RNW;
8384;100;56;131;RNW;
8385;100;56;132;RNW;
8386;100;56;133;RNW;
8387;100;56;134;RNW;
8388;100;56;135;RNW;
8389;100;56;136;RNW;
8390;100;56;137;RNW;
8391;100;56;138;RNW;
8392;100;56;139;RNW;
8393;100;56;140;RNW;
8394;100;56;141;RNW;
8395;100;56;142;RNW;
8396;100;56;143;RNW;
8397;100;56;144;RNW;
8398;100;56;145;RNW;
8399;100;56;146;RNW;
8400;100;56;147;RNW;
8401;100;56;148;RNW;
8402;100;56;149;RNW;
8403;100;56;150;RNW;
8404;100;56;151;RNW;
8405;100;56;152;RNW;
8406;100;56;153;RNW;
8407;100;56;154;RNW;
8408;100;56;155;RNW;
8409;100;56;156;RNW;
8410;100;56;157;RNW;
8411;100;56;158;RNW;
8412;100;56;159;RNW;
8413;100;56;160;RNW;
8414;100;56;161;RNW;
8415;100;56;162;RNW;
8416;100;56;163;RNW;
8417;100;56;164;RNW;
8418;100;56;165;RNW;
8419;100;56;166;RNW;
8420;100;56;167;RNW;
8421;100;56;168;RNW;
8422;100;56;169;RNW;
8423;100;56;170;RNW;
8424;100;56;171;RNW;
8425;100;56;172;RNW;
8426;100;56;173;RNW;
8427;100;56;174;RNW;
8428;100;56;175;RNW;
8429;100;56;176;RNW;
8430;100;56;177;RNW;
8431;100;56;178;RNW;
8432;100;56;179;RNW;
8433;100;56;180;RNW;
8434;100;56;181;RNW;
8435;100;56;182;RNW;
8436;100;56;183;RNW;
8437;100;56;184;RNW;
8438;100;56;185;RNW;
8439;100;56;186;RNW;
8440;100;56;187;RNW;
8441;100;56;188;RNW;
8442;100;56;189;RNW;
8443;100;56;190;RNW;
8444;100;56;191;RNW;
8445;100;56;192;RNW;
8446;100;56;193;RNW;
8447;100;56;194;RNW;
8448;100;56;195;RNW;
8449;100;56;196;RNW;
8450;100;56;197;RNW;
8451;100;56;198;RNW;
8452;100;56;199;RNW;
8453;100;57;100;RNW;
8454;100;57;101;RNW;
8455;100;57;102;RNW;
8456;100;57;103;RNW;
8457;100;57;104;RNW;
8458;100;57;105;RNW;
8459;100;57;106;RNW;
8460;100;57;107;RNW;
